3	4	2	2	4	4	4	3	3	2	2	2	3	4	3	4	2	4	2	2	2	2	1	2	4	2	33	39	72	8	9	6	3	11	0	0	0	31	28	15	14	13	7	18	10	8	11	1
1	1	4	1	3	1	1	1	4	3	1	2	3	4	4	1	4	2	2	2	3	3	4	2	1	3	41	20	61	7	6	11	0	6	0	7	0	41	31	18	19	11	6	6	10	8	9	1
5	5	5	5	2	5	5	2	3	5	4	2	4	4	5	5	5	5	2	5	2	5	3	5	5	2	48	57	105	10	21	15	0	29	4	10	6	37	42	24	24	24	8	7	5	5	4	1
5	5	4	3	2	5	2	4	5	1	3	4	4	2	1	4	2	5	3	5	4	5	1	4	5	2	34	56	90	4	0	6	1	4	8	2	7	40	27	10	13	14	15	20	9	8	8	1
4	4	4	4	4	3	4	4	3	4	4	3	4	4	3	4	3	4	3	2	2	2	3	3	3	3	43	45	88	9	9	7	2	27	5	4	7	37	20	22	24	24	10	12	6	0	4	1
5	4	4	2	3	4	1	3	5	1	1	1	1	4	3	3	3	4	3	3	3	3	2	1	1	3	36	35	71	0	4	0	0	0	6	3	1	35	38	24	24	24	8	7	14	5	10	1
4	4	3	3	3	4	3	3	3	3	4	2	4	2	3	4	2	4	2	5	4	2	3	3	5	2	33	51	84	12	17	13	2	20	5	0	2	39	20	21	24	24	19	8	13	5	7	1
4	2	2	1	4	2	2	3	3	2	2	2	2	2	4	3	2	2	3	3	4	3	3	2	2	2	34	32	66	13	12	16	4	12	4	3	3	31	35	20	20	24	10	10	8	11	11	1
5	4	2	1	1	3	1	2	3	2	5	2	3	3	3	4	3	2	1	1	4	3	1	3	1	1	26	38	64	2	9	3	0	4	1	0	2	30	31	24	23	21	7	13	11	13	9	1
2	1	5	1	5	1	3	1	4	5	1	5	3	3	4	1	4	3	4	4	2	5	5	3	2	4	56	25	81	10	12	5	2	14	9	14	10	35	32	13	18	21	16	21	10	8	9	1
5	2	4	4	5	4	3	3	4	2	4	3	3	5	3	3	3	2	3	1	4	3	2	1	1	4	44	37	81	9	14	6	3	18	10	13	10	31	24	7	16	23	19	24	9	8	6	1
3	3	2	3	3	3	2	2	2	2	2	2	1	2	1	1	2	1	2	3	2	2	2	2	2	1	25	28	53	10	17	14	7	24	2	9	4	27	31	22	24	22	15	8	6	9	10	1
4	3	4	4	3	3	3	3	3	3	3	3	3	5	4	3	3	2	3	1	4	3	3	1	3	2	42	37	79	9	8	10	0	19	12	16	10	39	37	20	24	24	11	9	9	9	8	1
1	2	2	3	5	3	3	2	2	3	2	4	2	3	4	1	4	2	4	5	2	2	3	5	3	4	43	33	76	11	13	16	0	29	12	15	12	27	37	19	24	24	11	2	14	14	11	1
4	3	2	2	2	4	4	3	4	4	2	4	4	4	3	4	4	4	3	5	3	3	2	3	4	2	41	45	86	15	16	10	6	27	3	14	8	31	36	13	10	13	17	16	8	10	12	1
1	2	4	3	4	2	4	2	4	4	2	3	2	4	4	3	4	3	4	3	3	4	3	2	2	3	49	30	79	0	5	3	0	0	0	0	0	39	35	16	21	18	7	8	8	1	8	1
4	4	4	2	3	3	2	4	3	2	4	3	4	2	3	3	3	4	3	2	4	3	3	3	3	3	37	44	81	6	10	8	2	14	8	8	6	24	24	12	12	12	10	14	5	2	11	1
5	5	4	4	3	3	4	3	4	4	2	3	5	3	4	3	2	4	3	4	4	3	3	2	5	3	43	49	92	13	20	15	1	25	12	16	11	35	38	20	5	24	12	8	16	8	12	1
3	2	3	2	4	2	3	2	4	3	2	4	2	4	3	2	3	2	4	2	2	4	3	1	2	4	46	26	72	13	18	16	0	15	6	6	6	27	37	23	14	15	13	12	13	9	0	1
4	3	2	3	3	4	3	4	3	2	4	2	5	3	2	3	2	5	2	3	2	2	2	4	5	2	30	49	79	7	15	12	5	20	4	3	1	39	38	24	24	24	14	9	9	13	12	1
3	3	2	2	4	4	2	2	3	2	2	3	2	4	3	4	4	2	4	3	2	3	3	2	3	3	40	34	74	12	22	18	6	27	2	2	0	37	36	21	17	23	11	11	13	12	11	1
5	5	5	1	4	4	2	4	3	3	3	3	3	5	3	2	3	3	4	4	2	3	4	3	3	3	45	42	87	11	11	4	2	19	14	16	12	29	29	15	18	24	18	20	11	8	7	1
4	5	3	4	3	5	2	3	3	1	3	3	4	3	2	4	3	4	2	3	4	3	2	5	4	3	33	52	85	13	10	3	0	26	3	2	1	28	25	23	24	23	16	20	8	7	10	1
5	4	4	3	4	4	5	5	5	4	4	5	4	5	3	5	5	5	5	3	5	5	5	5	5	5	60	57	117	15	23	20	10	32	16	14	12	45	43	11	6	7	10	25	16	12	12	1
5	3	2	5	3	5	1	2	4	1	3	3	5	1	1	3	1	5	3	4	2	2	1	5	5	2	25	52	77	8	11	12	0	15	6	0	6	28	28	18	10	23	13	15	6	7	5	1
5	4	3	3	1	5	3	5	2	1	3	1	4	1	1	4	1	4	2	5	4	1	5	5	5	3	25	56	81	11	13	13	4	25	9	2	1	31	32	19	24	23	15	15	8	8	5	1
5	4	4	4	4	4	3	4	4	4	4	3	3	4	5	3	4	4	3	4	4	3	3	4	4	3	47	51	98	11	18	14	7	23	8	13	2	44	41	18	22	18	8	18	7	9	12	1
3	2	4	4	2	2	3	2	4	3	2	2	3	4	4	2	3	3	3	2	2	4	3	2	2	3	42	31	73	12	12	12	3	21	8	14	6	37	35	22	19	15	10	10	8	8	9	1
3	2	3	2	3	2	3	3	3	3	2	2	3	2	3	3	2	4	3	2	2	3	4	2	2	3	37	32	69	7	12	13	0	12	0	3	4	30	27	20	24	22	9	7	15	12	15	1
1	1	5	1	4	2	5	2	4	3	2	2	5	4	5	1	5	1	5	3	1	3	4	2	3	4	53	25	78	7	12	17	0	18	1	1	0	35	32	19	21	17	7	5	12	14	11	1
2	1	4	1	2	2	1	1	4	3	1	1	1	4	4	3	4	2	2	1	3	3	3	1	2	2	37	21	58	0	0	3	0	4	2	10	0	38	38	24	24	24	3	2	8	12	14	1
5	4	2	4	1	4	2	4	4	2	5	2	4	4	1	5	2	5	2	3	4	2	1	3	4	2	27	54	81	4	12	6	0	23	10	13	10	27	27	17	18	21	19	19	10	5	5	1
4	2	4	2	4	3	2	2	4	4	2	4	2	4	4	1	4	3	4	3	3	4	5	2	2	4	51	31	82	12	14	12	1	26	4	0	1	36	31	23	24	11	9	1	9	1	7	1
5	5	5	2	5	1	5	5	5	5	5	3	1	4	5	1	5	2	3	3	2	5	5	3	1	5	60	36	96	2	5	12	0	5	13	12	8	43	38	24	24	14	10	8	16	15	14	1
4	2	4	2	3	2	1	2	3	1	3	3	2	4	3	1	3	1	3	3	1	3	3	2	2	2	36	27	63	8	10	8	1	5	2	4	0	31	38	11	15	20	12	13	9	10	12	1
3	4	3	4	3	1	2	4	5	3	4	3	5	3	3	4	4	4	2	4	4	1	2	4	3	3	37	48	85	13	15	15	5	28	10	12	8	30	21	20	16	24	20	22	13	8	6	1
4	1	3	1	4	1	3	1	4	2	2	4	1	4	4	1	4	1	4	2	3	4	4	1	1	4	48	20	68	12	20	14	1	8	15	15	9	27	29	20	18	17	9	5	9	11	7	1
5	4	4	3	4	4	2	5	3	1	4	2	4	2	2	4	3	4	4	4	4	2	3	4	4	3	35	53	88	7	10	6	0	7	4	14	8	27	32	20	24	24	12	14	8	8	8	1
2	1	4	1	4	1	3	1	4	3	1	4	2	4	5	1	5	1	4	1	2	4	4	2	1	4	52	17	69	9	8	16	3	10	10	13	7	37	29	24	20	20	10	3	4	8	11	1
5	5	3	4	2	5	2	5	4	2	5	2	4	4	2	4	2	4	2	2	4	2	1	3	4	1	29	54	83	10	2	8	0	8	14	13	6	40	44	17	20	20	15	20	5	2	6	1
4	4	4	5	4	4	4	3	4	4	5	3	4	3	3	4	4	5	3	4	4	4	2	5	5	3	45	56	101	0	0	0	0	10	0	0	2	42	29	22	24	24	6	1	13	4	2	1
4	4	4	4	2	4	3	4	3	3	4	2	4	4	3	3	2	4	2	4	4	3	2	4	4	4	37	51	88	11	24	18	4	34	5	14	4	37	42	24	24	24	5	13	16	15	16	1
4	3	5	2	5	2	5	2	4	5	2	4	1	5	5	2	4	1	5	1	1	4	4	1	2	4	59	24	83	11	22	16	5	28	14	12	3	33	26	24	24	24	8	3	11	6	5	1
4	5	3	4	2	5	2	5	3	2	5	2	5	2	3	5	2	5	2	5	5	2	2	1	5	2	29	59	88	13	23	15	2	24	10	4	4	36	35	23	18	24	9	10	6	5	4	1
4	1	5	2	5	4	1	4	5	2	1	5	4	5	5	3	3	4	5	4	2	5	5	2	5	5	56	40	96	14	23	19	1	30	7	14	1	42	47	24	24	24	9	2	5	1	12	1
5	4	3	4	4	4	3	5	3	3	4	3	4	2	3	4	3	4	2	4	3	2	2	2	4	3	36	51	87	11	15	12	0	23	13	16	11	30	28	18	15	16	11	7	14	8	8	1
2	1	2	2	1	4	3	2	3	3	3	3	4	3	2	2	3	3	3	1	4	1	2	1	2	3	32	31	63	10	10	12	5	20	2	1	5	33	31	22	18	20	10	13	13	0	4	1
5	3	5	3	4	3	1	3	3	2	3	3	3	1	3	4	4	4	3	3	4	1	2	4	2	2	34	44	78	3	4	6	0	4	4	6	1	31	26	22	20	20	10	13	13	8	3	1
2	4	5	1	3	3	5	2	4	4	2	3	1	4	4	1	4	2	3	2	3	4	4	3	1	4	51	27	78	8	17	15	0	34	3	10	9	27	33	18	24	19	10	8	14	14	14	1
1	1	4	1	5	3	3	1	4	4	1	5	2	5	5	1	5	2	5	2	1	5	5	2	1	5	60	19	79	11	17	18	0	27	9	8	5	40	34	17	21	24	8	9	13	8	11	1
3	2	3	3	1	3	1	3	3	1	3	2	3	3	3	3	2	2	2	3	4	3	3	3	2	3	30	37	67	3	9	5	0	12	3	6	5	29	29	21	20	20	12	9	10	11	12	1
4	4	4	4	2	4	2	5	4	2	4	1	4	4	4	4	4	4	1	5	3	3	2	5	5	2	35	55	90	11	18	16	5	27	12	14	12	30	37	20	19	20	18	16	7	9	9	1
3	3	2	2	3	3	4	3	3	3	2	3	2	3	4	3	3	3	3	3	2	3	3	3	4	3	40	36	76	12	16	12	0	22	10	10	4	36	27	18	22	24	12	10	13	11	6	1
4	5	2	3	2	3	2	3	2	2	3	2	4	2	2	3	2	3	2	4	2	2	3	3	4	2	27	44	71	3	7	3	0	21	9	16	9	21	21	24	24	18	13	16	9	14	12	1
4	4	2	3	3	4	3	3	2	3	4	3	4	2	4	4	3	4	3	4	4	3	2	4	4	3	36	50	86	7	11	11	1	22	10	7	3	33	24	18	18	16	9	21	10	8	7	1
5	5	3	5	1	4	2	5	3	1	5	2	5	3	1	5	2	5	1	4	5	3	1	2	5	1	24	60	84	8	14	8	2	12	8	8	6	27	22	21	12	24	15	12	9	9	4	1
4	5	2	5	3	4	4	2	2	2	4	3	5	1	4	3	1	4	3	4	3	2	3	5	5	3	33	53	86	5	12	9	0	17	4	13	11	38	31	12	23	22	14	22	7	10	7	1
5	5	3	5	1	5	1	5	1	1	5	1	5	1	1	4	2	5	1	5	5	1	1	5	5	1	16	64	80	13	6	6	0	21	4	7	1	34	26	19	16	16	10	13	3	11	8	1
5	2	5	2	5	5	5	2	5	3	2	5	3	5	4	4	5	3	4	2	2	5	3	4	4	4	58	40	98	14	15	11	1	20	10	16	9	32	29	24	20	24	20	22	12	4	6	1
4	4	3	4	2	3	2	4	2	2	4	2	4	2	2	4	3	4	3	3	4	3	2	4	3	2	30	49	79	10	21	10	0	25	9	14	6	25	24	23	18	19	19	19	9	7	7	1
3	4	4	5	4	2	4	3	5	4	2	4	4	5	4	1	4	2	4	1	4	5	4	1	3	3	54	35	89	11	21	20	0	28	4	16	4	37	34	9	20	7	8	7	16	11	14	1
3	4	4	5	4	5	4	5	1	2	4	4	5	3	1	4	2	5	3	3	4	4	2	1	5	3	37	53	90	14	22	15	0	16	15	13	9	39	40	24	18	24	11	17	9	8	8	1
